sentence,label,split,len,twenty,fifty
"The end-to-end delivery combines the competencies and services from TietoEnators Telecom & Media , Processing & Network and Digital Innovations Business Areas .",1,"['The', 'end-to-end', 'delivery', 'combines', 'the', 'competencies', 'and', 'services', 'from', 'TietoEnators', 'Telecom', '&', 'Media', ',', 'Processing', '&', 'Network', 'and', 'Digital', 'Innovations', 'Business', 'Areas', '.']",23,5,12
"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new staffers to fulfill new orders in P+®cs , where the company has two plants .",2,"['Finnish-owned', 'contract', 'manufacturer', 'of', 'electronics', 'Elcoteq', 'Hungary', 'Kft', 'has', 'announced', 'plans', 'to', 'recruit', 'more', 'than', '650', 'new', 'staffers', 'to', 'fulfill', 'new', 'orders', 'in', 'P+®cs', ',', 'where', 'the', 'company', 'has', 'two', 'plants', '.']",32,7,16
It 's very difficult to become a Google Analytics channel partner .,1,"['It', ""'s"", 'very', 'difficult', 'to', 'become', 'a', 'Google', 'Analytics', 'channel', 'partner', '.']",12,3,6
Currency conversions are based on exchange rates at the time of the deal .,1,"['Currency', 'conversions', 'are', 'based', 'on', 'exchange', 'rates', 'at', 'the', 'time', 'of', 'the', 'deal', '.']",14,3,7
The company also expects to sell its products in other Russian region .,2,"['The', 'company', 'also', 'expects', 'to', 'sell', 'its', 'products', 'in', 'other', 'Russian', 'region', '.']",13,3,7
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",1,"['The', 'transaction', 'is', 'subject', 'to', 'a', 'final', 'agreement', 'between', 'the', 'parties', ',', 'approvals', 'of', 'their', 'decision-making', 'bodies', 'and', 'approval', 'by', 'the', 'Finnish', 'Competition', 'Authority', '.']",25,5,13
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",0,"['Publishing', 'Sweden', ""'s"", 'operating', 'loss', 'was', 'EUR', '1.1', 'mn', 'in', 'Q1', 'of', '2009', ',', 'compared', 'to', 'a', 'profit', 'of', 'EUR', '0.6', 'mn', 'a', 'year', 'ago', '.']",26,6,13
6 October 2010 - Finnish paints and coatings company Tikkurila Oyj HEL : TIK1V announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,1,"['6', 'October', '2010', '-', 'Finnish', 'paints', 'and', 'coatings', 'company', 'Tikkurila', 'Oyj', 'HEL', ':', 'TIK1V', 'announced', 'today', 'the', 'launch', 'of', 'Tikkurila', 'ProHouse', 'method', 'for', 'protection', 'of', 'wooden', 'surfaces', 'via', 'treatment', 'with', 'Ultra', 'Pro', 'waterborne', 'products', '.']",35,7,18
"Okmetic has a global customer base and sales network , production plants in Finland and the US and contract manufacturers in Japan and China .",1,"['Okmetic', 'has', 'a', 'global', 'customer', 'base', 'and', 'sales', 'network', ',', 'production', 'plants', 'in', 'Finland', 'and', 'the', 'US', 'and', 'contract', 'manufacturers', 'in', 'Japan', 'and', 'China', '.']",25,5,13
EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .,1,"['EUR', '220', 'million', 'of', 'the', 'transaction', 'consideration', 'was', 'paid', 'in', 'the', 'form', 'of', 'four-year', 'interest-bearing', 'vendor', 'notes', '.']",18,4,9
The orders are part of a long-term development plan of Latvijas Finieris .,1,"['The', 'orders', 'are', 'part', 'of', 'a', 'long-term', 'development', 'plan', 'of', 'Latvijas', 'Finieris', '.']",13,3,7
"( ADP News ) - Nov 3 , 2008 - Finnish cargo handling systems and services company Cargotec Oyj ( OMX : CGCBV ) said today that it acquired 80 % stakes in Italian service companies CVS Technoports Srl and CVS Service Srl from Italian handli",2,"['(', 'ADP', 'News', ')', '-', 'Nov', '3', ',', '2008', '-', 'Finnish', 'cargo', 'handling', 'systems', 'and', 'services', 'company', 'Cargotec', 'Oyj', '(', 'OMX', ':', 'CGCBV', ')', 'said', 'today', 'that', 'it', 'acquired', '80', '%', 'stakes', 'in', 'Italian', 'service', 'companies', 'CVS', 'Technoports', 'Srl', 'and', 'CVS', 'Service', 'Srl', 'from', 'Italian', 'handli']",46,10,23
"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",0,"['(', 'ADP', 'News', ')', '-', 'Feb', '4', ',', '2009', '-', 'Finnish', 'broadband', 'data', 'communication', 'systems', 'and', 'solutions', 'company', 'Teleste', 'Oyj', '(', 'HEL', ':', 'TLT1V', ')', 'said', 'today', 'its', 'net', 'profit', 'decreased', 'to', 'EUR', '5.5', 'million', '(', 'USD', '7.2', 'm', ')', 'for', '2008', 'from', 'EUR', '9.4', 'million', 'for', '200']",48,10,24
"A few months ago , Teva vice chairman Phillip Frost and Marathon Venture Capital Fund TASE : MARA sold Protalix shares .",1,"['A', 'few', 'months', 'ago', ',', 'Teva', 'vice', 'chairman', 'Phillip', 'Frost', 'and', 'Marathon', 'Venture', 'Capital', 'Fund', 'TASE', ':', 'MARA', 'sold', 'Protalix', 'shares', '.']",22,5,11
"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",0,"['Earnings', 'per', 'share', '(', 'EPS', ')', 'amounted', 'to', 'EUR1', '.37', ',', 'down', 'from', 'EUR2', '.30', '.']",16,4,8
"France T+®l+®com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell , Pellissier said .",1,"['France', 'T+®l+®com', 'spent', 'more', 'time', 'studying', 'TeliaSonera', 'than', 'other', 'potential', 'takeover', 'targets', 'because', 'it', 'has', 'a', 'shareholder', 'that', 'wants', 'to', 'sell', ',', 'Pellissier', 'said', '.']",25,5,13
The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,0,"['The', 'Finnish', 'daily', 'Kauppalehti', 'surmises', 'that', 'Finnish', 'supplier', 'Rautaruukki', 'has', 'raised', 'its', 'prices', 'above', 'Aker', ""'s"", 'comfort', 'zone', '.']",19,4,10
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",2,"['At', 'the', 'end', 'of', 'the', 'review', 'period', ',', 'Nordic', 'Aluminium', ""'s"", 'order', 'book', 'stood', 'at', 'EUR', '8.77', 'mn', 'compared', 'to', 'EUR', '7.04', 'in', '2005', '.']",25,5,13
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,2,"['Diluted', 'earnings', 'per', 'share', '(', 'EPS', ')', 'rose', 'to', 'EUR', '1.05', 'from', 'EUR', '0.64', '.']",15,3,8
"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham .",0,"['Only', 'the', 'driver', 'was', 'left', 'in', 'the', 'car', 'with', 'the', 'suspect', ',', 'who', 'was', 'kidnapped', 'and', 'forced', 'at', 'gunpoint', 'to', 'drive', 'to', 'Durham', '.']",24,5,12
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,1,"['The', 'shares', 'carry', 'a', 'right', 'to', 'dividend', 'and', 'other', 'shareholder', 'rights', 'as', 'from', 'their', 'registration', 'with', 'the', 'Finnish', 'Trade', 'Register', '.']",21,5,11
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",2,"['3', 'February', '2011', '-', 'Finnish', 'broadband', 'data', 'communication', 'systems', 'provider', 'Teleste', 'Oyj', 'HEL', ':', 'TLT1V', 'said', 'yesterday', 'its', 'net', 'profit', 'rocketed', 'to', 'EUR4', '.8', 'm', 'in', '2010', 'from', 'EUR416', ',000', 'in', '2009', 'and', 'it', 'lifted', 'its', 'dividend', 'proposal', '.']",39,8,20
"Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",1,"['Vaisala', ',', 'headquartered', 'in', 'Helsinki', 'in', 'Finland', ',', 'develops', 'and', 'manufactures', 'electronic', 'measurement', 'systems', 'for', 'meteorology', ',', 'environmental', 'sciences', ',', 'traffic', 'and', 'industry', '.']",24,5,12
"Myllykoski , with one paper plant in Finland , one in the US and three in Germany , had revenues of EUR286m in the first half of 2010 and an operating loss of EUR12m , Reuters said .",0,"['Myllykoski', ',', 'with', 'one', 'paper', 'plant', 'in', 'Finland', ',', 'one', 'in', 'the', 'US', 'and', 'three', 'in', 'Germany', ',', 'had', 'revenues', 'of', 'EUR286m', 'in', 'the', 'first', 'half', 'of', '2010', 'and', 'an', 'operating', 'loss', 'of', 'EUR12m', ',', 'Reuters', 'said', '.']",38,8,19
"In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price .",2,"['In', 'a', 'release', ',', 'the', 'Company', 'said', 'that', 'Vocollect', 'T2', 'customers', 'in', 'North', 'America', 'can', 'now', 'take', 'advantage', 'of', 'its', 'Voice', 'Directed', 'Warehousing', 'solution', 'and', 'increase', 'warehouse', 'efficiency', 'and', 'productivity', 'gains', 'at', 'a', 'discounted', 'price', '.']",36,8,18
"In addition to supplying a new headbox and a modern sizing and coating unit , Vaahto Group will provide erection supervision , training and start-up services .",1,"['In', 'addition', 'to', 'supplying', 'a', 'new', 'headbox', 'and', 'a', 'modern', 'sizing', 'and', 'coating', 'unit', ',', 'Vaahto', 'Group', 'will', 'provide', 'erection', 'supervision', ',', 'training', 'and', 'start-up', 'services', '.']",27,6,14
Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,2,"['Elcoteq', 'has', 'a', 'proven', 'track', 'record', 'in', 'electronics', 'manufacturing', 'services', '(', 'EMS', ')', 'and', 'a', 'global', 'factory', 'network', 'coupled', 'with', 'modern', 'manufacturing', 'equipment', 'and', 'consistent', 'systems', 'and', 'processes', '.']",29,6,15
"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 .",2,"['Earnings', 'per', 'share', 'EPS', 'are', 'seen', 'at', 'EUR', '0.56', ',', 'up', 'from', 'EUR', '0.38', '.']",15,3,8
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",2,"['Commission', 'income', 'increased', 'by', '22', '%', 'to', 'EUR', '4.4', 'mn', ',', 'and', 'lending', 'volume', 'rose', 'by', '13.5', '%', '.']",19,4,10
"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros .",1,"['Also', ',', 'Westpac', 'is', 'to', 'issue', 'a', 'benchmark', ',', '18', 'month', 'FRN', 'deal', 'in', 'Euros', '.']",16,4,8
"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",1,"['New', 'Chairman', 'of', 'the', 'Board', 'of', 'Directors', ',', 'Mr', 'Chaim', 'Katzman', ',', 'will', 'give', 'a', 'presentation', 'and', 'answer', 'questions', '.']",20,4,10
The acquisition is part of Ramirent 's Central and Eastern European growth strategy .,1,"['The', 'acquisition', 'is', 'part', 'of', 'Ramirent', ""'s"", 'Central', 'and', 'Eastern', 'European', 'growth', 'strategy', '.']",14,3,7
"It is being developed by Symbian , the software licensing consortium led by Nokia .",1,"['It', 'is', 'being', 'developed', 'by', 'Symbian', ',', 'the', 'software', 'licensing', 'consortium', 'led', 'by', 'Nokia', '.']",15,3,8
South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,2,"['South', 'African', 'Sappi', 'will', 'become', 'the', 'largest', 'foreign', 'forest', 'industry', 'company', 'operating', 'in', 'Finland', 'as', 'a', 'result', 'of', 'the', 'acquisition', 'Finnish', 'M-real', 'Corporation', ""'s"", 'Graphic', 'Papers', 'Business', 'unit', '.']",29,6,15
"The number of permanent reductions of clerical workers is 22 employees , of which 19 in Finland .",0,"['The', 'number', 'of', 'permanent', 'reductions', 'of', 'clerical', 'workers', 'is', '22', 'employees', ',', 'of', 'which', '19', 'in', 'Finland', '.']",18,4,9
"The company can be split into two parts over the coming months , with Essent owning and operating production and supply , and Enexis owning and operating the grid .",1,"['The', 'company', 'can', 'be', 'split', 'into', 'two', 'parts', 'over', 'the', 'coming', 'months', ',', 'with', 'Essent', 'owning', 'and', 'operating', 'production', 'and', 'supply', ',', 'and', 'Enexis', 'owning', 'and', 'operating', 'the', 'grid', '.']",30,6,15
"Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies .",2,"['Tim', 'Cockroft', 'brings', 'with', 'him', 'an', 'excellent', 'track', 'record', 'having', 'more', 'than', '18', 'years', 'experience', ';', 'moreover', ',', 'Tim', 'has', 'successfully', 'developed', 'the', 'Capital', 'Markets', 'operations', 'at', 'Kaupthing', 'Singer', '&', 'Friedlander', 'involving', 'corporate', 'finance', 'and', 'broking', 'with', 'a', 'focus', 'on', 'mid-market', 'companies', '.']",43,9,22
Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,1,"['Nordstjernan', 'has', 'used', 'its', 'option', 'to', 'buy', 'another', '22.4', '%', 'stake', 'of', 'Salcomp', ""'s"", 'shares', 'and', 'votes', '.']",18,4,9
"`` Korean consumers are tech-savvy and leading the pack in terms of design , '' Gill Hyun-chang , president of Motorola Korea Inc. , told Dow Jones Newswires in an interview .",1,"['``', 'Korean', 'consumers', 'are', 'tech-savvy', 'and', 'leading', 'the', 'pack', 'in', 'terms', 'of', 'design', ',', ""''"", 'Gill', 'Hyun-chang', ',', 'president', 'of', 'Motorola', 'Korea', 'Inc.', ',', 'told', 'Dow', 'Jones', 'Newswires', 'in', 'an', 'interview', '.']",32,7,16
No financial details of the deployment were disclosed .,1,"['No', 'financial', 'details', 'of', 'the', 'deployment', 'were', 'disclosed', '.']",9,2,5
"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",0,"['We', 'have', 'also', 'cut', 'our', 'price', 'projections', 'for', 'paper', 'and', 'packaging', ',', ""''"", 'an', 'analyst', 'with', 'Goldman', 'Sachs', 'said', 'on', 'a', 'note', 'on', 'Monday', '.']",25,5,13
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",2,"['Svyturys-Utenos', 'Alus', ',', 'which', 'is', 'controlled', 'by', 'the', 'Nordic', 'group', 'Baltic', 'Beverages', 'Holding', '(', 'BBH', ')', ',', 'posted', 'a', '4.7-per-cent', 'growth', 'in', 'beer', 'sales', 'for', 'January-May', 'to', '46.22', 'million', 'litres', '.']",31,7,16
Why not subscribe to the magazine ?,1,"['Why', 'not', 'subscribe', 'to', 'the', 'magazine', '?']",7,2,4
"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",0,"['Finnish', 'Exel', 'Composites', ',', 'a', 'technology', 'company', 'that', 'designs', ',', 'manufactures', ',', 'and', 'markets', 'composite', 'profiles', 'and', 'tubes', 'for', 'various', 'industrial', 'applications', ',', 'reports', 'its', 'net', 'sales', 'decreased', 'by', '0.6', '%', 'in', 'the', 'second', 'quarter', 'of', '2010', 'to', 'EUR', '19.2', 'mn', 'from', 'EUR', '19.3', 'mn', 'in', 'the', 'corresponding', 'period', 'in', '2009', '.']",52,11,26
"After the sale , Outokumpu 's share of the technology unit will be reduced to some 12-20 percent .",1,"['After', 'the', 'sale', ',', 'Outokumpu', ""'s"", 'share', 'of', 'the', 'technology', 'unit', 'will', 'be', 'reduced', 'to', 'some', '12-20', 'percent', '.']",19,4,10
"Under the agreement , Pfizer has been funding Biotie 's research activities on the PDE10 phosphodiesterase 10 inhibitor program since its start in late 2006 and has the sole authority to develop discovered compounds .",1,"['Under', 'the', 'agreement', ',', 'Pfizer', 'has', 'been', 'funding', 'Biotie', ""'s"", 'research', 'activities', 'on', 'the', 'PDE10', 'phosphodiesterase', '10', 'inhibitor', 'program', 'since', 'its', 'start', 'in', 'late', '2006', 'and', 'has', 'the', 'sole', 'authority', 'to', 'develop', 'discovered', 'compounds', '.']",35,7,18
We are now in a position to pursue novel clinical candidates going forward . '',2,"['We', 'are', 'now', 'in', 'a', 'position', 'to', 'pursue', 'novel', 'clinical', 'candidates', 'going', 'forward', '.', ""''""]",15,3,8
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",0,"['In', 'the', 'Baltic', 'countries', ',', 'sales', 'fell', 'by', '40.2', '%', ',', 'and', 'in', 'Russia', ',', 'by', '23.2', '%', 'in', 'terms', 'of', 'euros', ',', 'and', 'by', '10.7', '%', 'in', 'terms', 'of', 'local', 'currency', '.']",33,7,17
"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .",2,"['Pretax', 'profit', 'totalled', 'EUR', '80.8', 'mn', ',', 'compared', 'to', 'a', 'loss', 'of', 'EUR', '13.1', 'mn', 'in', 'the', 'corresponding', 'period', 'in', '2009', '.']",22,5,11
The profit after taxes was EUR 57.7 11.1 million .,1,"['The', 'profit', 'after', 'taxes', 'was', 'EUR', '57.7', '11.1', 'million', '.']",10,2,5
The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years .,0,"['The', 'terms', 'of', 'the', 'aforementioned', 'funding', 'are', 'considerably', 'below', 'the', 'Bank', ""'s"", 'current', 'CDS', 'levels', 'in', 'the', 'market', 'and', 'have', 'a', 'maturity', 'ranging', 'from', '1', 'to', '7.5', 'years', '.']",29,6,15
"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today .",1,"['The', 'corresponding', 'increase', 'in', 'the', 'share', 'capital', ',', 'EUR422', ',754', ',', 'has', 'been', 'entered', 'in', 'the', 'Trade', 'Register', 'today', '.']",20,4,10
"The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's commercial director , Vladimir Brand+úo , as saying .",2,"['The', 'Brazilian', 'unit', 'of', 'Finnish', 'security', 'solutions', 'provider', 'F-Secure', 'signed', 'up', '1,500', 'new', 'clients', 'last', 'year', ',', 'online', 'news', 'source', 'Reseller', 'Web', 'quoted', 'the', 'division', ""'s"", 'commercial', 'director', ',', 'Vladimir', 'Brand+úo', ',', 'as', 'saying', '.']",35,7,18
Uponor maintains its full-year guidance for 2010 .,1,"['Uponor', 'maintains', 'its', 'full-year', 'guidance', 'for', '2010', '.']",8,2,4
Talvivaara also maintains its assumption of turning cash flow positive before the year end .,2,"['Talvivaara', 'also', 'maintains', 'its', 'assumption', 'of', 'turning', 'cash', 'flow', 'positive', 'before', 'the', 'year', 'end', '.']",15,3,8
"Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products .",1,"['Stora', 'Enso', 'said', 'DeLight', 'was', 'suitable', 'for', 'a', 'wide', 'range', 'of', 'applications', 'including', 'food', ',', 'cosmetics', ',', 'home', 'decoration', 'and', 'leisure', 'products', '.']",23,5,12
"In Finland , 71 % of paper and paperboard is reclaimed .",1,"['In', 'Finland', ',', '71', '%', 'of', 'paper', 'and', 'paperboard', 'is', 'reclaimed', '.']",12,3,6
`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,1,"['``', 'Our', 'approach', 'is', 'very', 'much', 'to', 'only', 'use', 'raw', 'materials', 'that', 'are', 'produced', 'in', 'line', 'with', 'the', 'principles', 'of', 'sustainable', 'development', '.']",23,5,12
The purchase sum is about EUR 10mn US$ 12.97 mn .,1,"['The', 'purchase', 'sum', 'is', 'about', 'EUR', '10mn', 'US$', '12.97', 'mn', '.']",11,3,6
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",2,"['Thanks', 'to', 'the', 'multiplying', 'effect', 'of', 'wagon', 'performance', ',', 'transport', 'will', 'be', 'much', 'more', 'efficient', ',', ""''"", 'says', 'development', 'manager', 'Juha', 'Malkia', 'from', 'VR', 'Cargo', '.']",26,6,13
Danske Bank is Denmark 's largest bank with 3.5 million customers .,1,"['Danske', 'Bank', 'is', 'Denmark', ""'s"", 'largest', 'bank', 'with', '3.5', 'million', 'customers', '.']",12,3,6
The acquisition is expected to take place by the end of August 2007 .,1,"['The', 'acquisition', 'is', 'expected', 'to', 'take', 'place', 'by', 'the', 'end', 'of', 'August', '2007', '.']",14,3,7
"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .",1,"['Patrick', 'Jeambar', 'will', 'also', 'continue', 'being', 'responsible', 'for', 'Innovation', 'and', 'Health', ',', 'safety', 'and', 'environment', 'HSEA', 'functions', 'of', 'Ahlstrom', 'Corporation', '.']",21,5,11
"Metso will provide a recovery boiler with a capacity of 6,800 tonnes of dry solids per day and an evaporation plant with six thermal stages and a capacity of 1,600 tonnes per hour .",1,"['Metso', 'will', 'provide', 'a', 'recovery', 'boiler', 'with', 'a', 'capacity', 'of', '6,800', 'tonnes', 'of', 'dry', 'solids', 'per', 'day', 'and', 'an', 'evaporation', 'plant', 'with', 'six', 'thermal', 'stages', 'and', 'a', 'capacity', 'of', '1,600', 'tonnes', 'per', 'hour', '.']",34,7,17
"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",0,"['Antti', 'Orkola', ',', 'president', 'of', 'Kemira', 'GrowHow', ""'s"", 'Industrial', 'Solutions', 'unit', ',', 'told', 'Thomson', 'Financial', 'News', 'the', 'company', 'has', 'put', 'off', 'opening', 'the', 'mine', 'as', 'prices', 'of', 'phosphate', 'have', 'been', '`', 'quite', 'depressed', 'for', 'a', 'long', 'time', ""'"", '.', ""'""]",40,8,20
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",2,"['(', 'ADP', 'News', ')', '-', 'Oct', '29', ',', '2008', '-', 'Finnish', 'lifting', 'equipment', 'maker', 'Konecranes', 'Oyj', '(', 'OMX', ':', 'KCR1V', ')', 'said', 'today', 'that', 'its', 'net', 'profit', 'rose', 'to', 'EUR', '116.6', 'million', '(', 'USD', '149.1', 'm', ')', 'in', 'the', 'first', 'nine', 'months', 'of', '2008', 'from', 'EUR', '73.6', 'million', 'for', 'the', 's']",51,11,26
Rimi supermarket is the key customer in Magistral center .,1,"['Rimi', 'supermarket', 'is', 'the', 'key', 'customer', 'in', 'Magistral', 'center', '.']",10,2,5
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",0,"['Profit', 'before', 'taxes', 'decreased', 'by', '9', '%', 'to', 'EUR', '187.8', 'mn', 'in', 'the', 'first', 'nine', 'months', 'of', '2008', ',', 'compared', 'to', 'EUR', '207.1', 'mn', 'a', 'year', 'earlier', '.']",28,6,14
The enterprise value of Maritim Food AS has been determined as approximately EUR15m .,1,"['The', 'enterprise', 'value', 'of', 'Maritim', 'Food', 'AS', 'has', 'been', 'determined', 'as', 'approximately', 'EUR15m', '.']",14,3,7
The cooperation with airBaltic is expected to lead to the transfer of Finncomm to the ownership of airBaltic in time .,1,"['The', 'cooperation', 'with', 'airBaltic', 'is', 'expected', 'to', 'lead', 'to', 'the', 'transfer', 'of', 'Finncomm', 'to', 'the', 'ownership', 'of', 'airBaltic', 'in', 'time', '.']",21,5,11
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",2,"['Operating', 'profit', 'totalled', 'EUR', '5.8', 'mn', ',', 'up', 'from', 'a', 'loss', 'of', 'EUR', '1.7', 'mn', 'in', 'the', 'fourth', 'quarter', 'of', '2009', '.']",22,5,11
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",1,"['The', 'utility', 'will', 'also', 'provide', 'services', 'related', 'to', 'electricity', 'management', ',', 'such', 'as', 'hedging', 'trades', 'and', 'risk', 'management', 'and', 'reporting', '.']",21,5,11
The vessels are the largest and fastest ropax vessels in the world that will be built by Fincantieri .,1,"['The', 'vessels', 'are', 'the', 'largest', 'and', 'fastest', 'ropax', 'vessels', 'in', 'the', 'world', 'that', 'will', 'be', 'built', 'by', 'Fincantieri', '.']",19,4,10
"A worm set to activate Friday will corrupt documents using the most common file types , including '' .",1,"['A', 'worm', 'set', 'to', 'activate', 'Friday', 'will', 'corrupt', 'documents', 'using', 'the', 'most', 'common', 'file', 'types', ',', 'including', ""''"", '.']",19,4,10
"The company has also supplied more than 200 MW of power generating equipment for a number of projects in Papua New Guinea , including 12 engines of the Wartsila 32 type to Lihir Gold .",1,"['The', 'company', 'has', 'also', 'supplied', 'more', 'than', '200', 'MW', 'of', 'power', 'generating', 'equipment', 'for', 'a', 'number', 'of', 'projects', 'in', 'Papua', 'New', 'Guinea', ',', 'including', '12', 'engines', 'of', 'the', 'Wartsila', '32', 'type', 'to', 'Lihir', 'Gold', '.']",35,7,18
The new location is n't the only change Wellmont has in store for its air transport service .,1,"['The', 'new', 'location', 'is', ""n't"", 'the', 'only', 'change', 'Wellmont', 'has', 'in', 'store', 'for', 'its', 'air', 'transport', 'service', '.']",18,4,9
"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .",1,"['In', '2008', ',', 'AVC', 'Systemhaus', 'had', 'net', 'sales', 'of', 'EUR', '10', 'million', 'USD', '7.1', 'm', '.']",16,4,8
"In 2009 , it reported net sales of approximately EUR 6mn .",1,"['In', '2009', ',', 'it', 'reported', 'net', 'sales', 'of', 'approximately', 'EUR', '6mn', '.']",12,3,6
"The value of the deal exceeds EUR500 ,000 , the company said .",1,"['The', 'value', 'of', 'the', 'deal', 'exceeds', 'EUR500', ',000', ',', 'the', 'company', 'said', '.']",13,3,7
The company plans to increase the unit 's specialist staff to several dozen -- depending on the market situation during 2010 .,1,"['The', 'company', 'plans', 'to', 'increase', 'the', 'unit', ""'s"", 'specialist', 'staff', 'to', 'several', 'dozen', '--', 'depending', 'on', 'the', 'market', 'situation', 'during', '2010', '.']",22,5,11
"However , in March 2009 , the government of St. Petersburg passed the front part of the building with the area 1,900 square metres and a land plot for a hotel worth USD 10-15mn to the company Delta .",1,"['However', ',', 'in', 'March', '2009', ',', 'the', 'government', 'of', 'St.', 'Petersburg', 'passed', 'the', 'front', 'part', 'of', 'the', 'building', 'with', 'the', 'area', '1,900', 'square', 'metres', 'and', 'a', 'land', 'plot', 'for', 'a', 'hotel', 'worth', 'USD', '10-15mn', 'to', 'the', 'company', 'Delta', '.']",39,8,20
"On 20 March 2006 , Stora Enso refused to comment the news in any way .",1,"['On', '20', 'March', '2006', ',', 'Stora', 'Enso', 'refused', 'to', 'comment', 'the', 'news', 'in', 'any', 'way', '.']",16,4,8
- Provides summary of the medical equipment pipeline products that the company is developing .,1,"['-', 'Provides', 'summary', 'of', 'the', 'medical', 'equipment', 'pipeline', 'products', 'that', 'the', 'company', 'is', 'developing', '.']",15,3,8
